ISO-3,Code,PDB&DFI Name,Name in Original Language,Acronym,Establishment Year,Official Mandate,Country,Region,Levels of Ownership,Size Category,Fiancial Year,Total Assets(Million USD),Total Equity(Million USD),Total Liabilities(Million USD)
BRA,BR19731,BADESUL Development - Development Agency/RS,BADESUL Desenvolvimento - Agência de Fomento/RS,Badesul,1973,FLEX,Brazil,LAC,SUBNATIONAL,Small,2018,771,183,589
BRA,BR19992,Development Agency of Santa Catarina,Agencia do fomento de Santa Catarina,Badesc,1999,FLEX,Brazil,LAC,SUBNATIONAL,Micro,2018,254,143,111
BRA,BR19691,State Development Bank of Espírito Santo,Banco de Desenvolvimento do Espírito Santo S/A,BANDES,1969,FLEX,Brazil,LAC,SUBNATIONAL,Small,2018,372,110,262
BRA,BR20011,Bahia State Development Agency,Agência de Fomento do Estado da Bahia,Desenbahia,2001,MSME,Brazil,LAC,SUBNATIONAL,Micro,2018,313,TBR,TBR
BRA,BR20021,State Development Agency,Agência Estadual de Fomento ,AgeRio,2002,MSME,Brazil,LAC,SUBNATIONAL,Micro,2018,144,122,22
BRA,BR19993,Amazonas State Development Agency S / A,Agência de Fomento do Estado do Amazonas,AFEAM,1999,MSME,Brazil,LAC,SUBNATIONAL,Micro,2018,126,TBR,TBR
BRA,BR20001,Goia?s Development Agency ,Agência de Fomento do Estado de Goiás - GoiásFomento,Goiás Fomento ,2000,MSME,Brazil,LAC,SUBNATIONAL,Micro,2018,62,48,14
BRA,BR20031,Mato Grosso State Development Agency S / A,Agência de Fomento do Estado de Mato Grosso S/A,Desenvolve MT,2003,MSME,Brazil,LAC,SUBNATIONAL,Micro,2018,11,3,8
BRA,BR20101,Agency for the Promotion and Development of the State of Piauí S.A.,Agência de Fomento e Desenvolvimento do Estado do Piauí S.A.,Piauí Fomento,2010,MSME,Brazil,LAC,SUBNATIONAL,Micro,2018,3,3,0
BRA,BR20041,Develops - Alagoas Development Agency,Desenvolve - Agência de Fomento de Alagoas,Desenvolve,2004,MSME,Brazil,LAC,SUBNATIONAL,Small,2018,15,10,5
BRA,BR19995,Agência de Fomento do Rio Grande do Norte,Agência de Fomento do Rio Grande do Norte,AGN,1999,MSME,Brazil,LAC,SUBNATIONAL,Micro,2018,19,11,8
BRA,BR20111,Pernambuco Entrepreneurship Agency,Agência de Empreendedorismo de Pernambuco S/A,AGE,2011,MSME,Brazil,LAC,SUBNATIONAL,Micro,2018,14,12,2
BRA,BR20051,Agência de Fomento do Estado do Tocantins S/A,Agência de Fomento do Estado do Tocantins S/A,Fomento TO,2005,MSME,Brazil,LAC,SUBNATIONAL,Micro,2018,5,4,0
BRA,BR19971,Amapá Development Agency,Agência de Fomento do Amapá,AFAP,1997,MSME,Brazil,LAC,SUBNATIONAL,Micro,2018,4,3,1
BRA,BR19994,Roraima Development Agency,Desenvolve Roraima,DesenvolveRr,1999,MSME,Brazil,LAC,SUBNATIONAL,Small,2018,2,TBR,TBR
CUW,CW19851,Sustainable Development Corporation of Curaçao,Corporación para el Desarrollo de Curaçao,KORPODEKO,1985,MSME,Curaçao,LAC,SUBNATIONAL,Small,2018,NI,TBR,TBR
TTO,TT19681,Agricultural Development Bank of Trinidad and Tobago,Agricultural Development Bank of Trinidad and Tobago,ADB,1968,AGRI,Trinidad and Tobago,LAC,NATIONAL,NI,2018,NI,TBR,TBR
LCA,LC20081,Saint Lucia Development Bank,Saint Lucia Development Bank,SLDB,2008,MSME,Saint Lucia,LAC,NATIONAL,Micro,2018,36,6,30
SLV,SV19942,Development Bank of El Salvador,Banco de Desarrollo de El Salvador,BANDESAL,1994,FLEX,El Salvador,LAC,NATIONAL,Small,2018,531,236,296
SLV,SV19731,Agricultural Development Bank,Banco de Fomento Agropecuario,BFA,1973,AGRI,El Salvador,LAC,NATIONAL,Small,2018,385,TBR,TBR
SLV,SV20021,National Fund for Popular Housing,Fondo Nacional de Vivienda Popular,FONAVIPO,2002,HOUS,El Salvador,LAC,NATIONAL,Micro,2018,NI,TBR,TBR
ARG,AR19911,Investment and Foreign Trade Bank,Banco de Inversión y Comercio Exterior,BICE,1991,FLEX,Argentina,LAC,NATIONAL,Small,2018,"1,645",346,"1,299"
ARG,AR19941,Buenos Aires Guarantee Fund,Fondo de Garantías de Buenos Aires,FOGABA,1994,MSME,Argentina,LAC,SUBNATIONAL,Micro,2018,NI,TBR,TBR
MEX,MX19721,Infonavit Mexico,Instituto del Fondo Nacional de la Vivienda para los Trabajadores,INFONAVIT,1972,HOUS,Mexico,LAC,NATIONAL,Large,2018,"72,738","11,157","61,582"
MEX,MX19331,National Bank of Public Works and Services,Banco Nacional de Obras y Servicios Públicos,BANOBRAS,1933,LOCAL,Mexico,LAC,NATIONAL,Small,2018,"42,918","2,802","40,116"
MEX,MX19341,Nacional Financiera,Nacional Financiera,NAFIN,1934,MSME,Mexico,LAC,NATIONAL,Medium,2018,"30,172","1,890","28,282"
MEX,MX19371,National Foreign Trade Bank,Banco Nacional de Comercio Exterior,BANCOMEXT,1937,EXIM,Mexico,LAC,NATIONAL,Small,2018,"20,488","1,573","18,915"
MEX,MX19541,FIRA Mexico,Fideicomisos Instituidos en Relación con la Agricultura,FIRA,1954,AGRI,Mexico,LAC,NATIONAL,Micro,2018,"9,232","4,474","4,757"
MEX,MX20011,Federal Mortgage Society,Sociedad Hipotecaria Federal,SHF,2001,HOUS,Mexico,LAC,NATIONAL,Micro,2018,"6,669","1,288","5,380"
MEX,MX20022,Bank of Wellbeing,Banco del Bienestar,BANSEFI,2002,MSME,Mexico,LAC,NATIONAL,Small,2018,"2,168",124,"2,044"
MEX,MX20021,"National Financial for Agricultural, Rural, Forestry and Fisheries Development","Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero",FND,2002,AGRI,Mexico,LAC,NATIONAL,Micro,2018,"3,702","1,930","1,772"
MEX,MX19941,Capitalization and Development Fund for the Rural Sector ,Fondo de Capitalización e Inversión del Sector Rural,FOCIR,1994,AGRI,Mexico,LAC,NATIONAL,Micro,2018,210,200,10
COL,CO19901,Fund for the Financing of the Agricultural Sector,Fondo para el Financiamiento del Sector Agropecuario,FINAGRO,1990,AGRI,Colombia,LAC,NATIONAL,Micro,2018,"3,252",327,"2,926"
COL,CO19891,Territorial Development Finance of Columbia,Financiera de Desarrollo Territorial,FINDETER,1989,LOCAL,Colombia,LAC,NATIONAL,Micro,2018,"2,992",351,"2,641"
COL,CO19911,Colombian Bank of Foreign Trade,Banco Colombiano de Commercio Exterior,BANCOLDEX,1991,MSME,Colombia,LAC,NATIONAL,Small,2018,"2,823",515,"2,309"
COL,CO20111,National Development Finance,Financiera del Desarrollo National,FDN,2011,INFRA,Colombia,LAC,NATIONAL,Micro,2018,"2,154",535,"1,619"
COL,CO19641,Institute for the Development of Antioquia,Instituto para el Desarrollo de Antioquia,IDEA,1964,MSME,Colombia,LAC,SUBNATIONAL,Large,2018,653,164,489
ECU,EC19641,National Finance Corporation,Corporación Financiera Nacional,CFN,1964,MSME,Ecuador,LAC,NATIONAL,Small,2018,"3,734",TBR,TBR
ECU,EC20151,Development Bank of Ecuador B.P.,Banco de Desarrollo del Ecuador B.P.,BDE,2015,FLEX,Ecuador,LAC,NATIONAL,Small,2018,"2,371",TBR,TBR
ECU,EC20081,National Corporation for Popular and Solidarity Finance,Corporacion Nacional de Finanzas Populares y Solidarias,CONAFIPS,2008,MSME,Ecuador,LAC,NATIONAL,Small,2018,343,249,94
URY,UY18921,Mortgage Bank of Uruguay,Banco Hipotecario del Uruguay,BHU,1892,HOUS,Uruguay,LAC,NATIONAL,Small,2018,"1,905",890,"1,015"
URY,UY20161,National Development Agency,Agencia Nacional de Desarrollo,ANDE,2016,MSME,Uruguay,LAC,NATIONAL,Micro,2018,12,7,5
GTM,GT19291,National Mortgage Credit,Crédito Hipotecario Nacional,BANCOCHN,1929,HOUS,Guatemala,LAC,NATIONAL,Small,2018,494,17,477
DOM,DO19451,Agricultural Bank of the Dominican Republic,Banco Agrícola de la República Dominicana,BAGRICOLA,1945,AGRI,Dominican Republic,LAC,NATIONAL,Small,2018,475,208,267
DOM,DO19621,National Export Bank,Banco Nacional de las Exportaciones,BANDEX,1962,EXIM,Dominican Republic,LAC,NATIONAL,Small,2018,162,75,88
HND,HN20051,Honduran Bank for production and Housing,Banco Hondureño para la producción y la Vivienda,BANHPROVI,2005,FLEX,Honduras,LAC,NATIONAL,Small,2018,429,338,91
HND,HN19501,National Bank for Agricultural Development,Banco Nacional de Desarrollo Agrícola,BANADESA,1950,AGRI,Honduras,LAC,NATIONAL,Small,2018,NI,TBR,TBR
JAM,JM20001,Development Bank of Jamaica,Development Bank of Jamaica,DBJ,2000,FLEX,Jamaica,LAC,NATIONAL,Micro,2018,JMD,0.007849796,251
JAM,JM19861,National Import – Export Bank of Jamaica,National Import – Export Bank of Jamaica,EXIM Bank Jamaica,1986,EXIM,Jamaica,LAC,NATIONAL,Micro,2018,JMD,0.008082768,64
BLZ,BZ19631,Development Finance Corporation,Development Finance Corporation,DFC,1963,FLEX,Belize,LAC,NATIONAL,Micro,2018,56,15,41
BLZ,BZ20031,Belize Marketing and Development Corporation,Belize Marketing and Development Corporation,MBDC,2003,AGRI,Belize,LAC,NATIONAL,NI,2018,NI,TBR,TBR
GRD,GD19651,Grenada Development Bank,Grenada Development Bank,GDB,1965,FLEX,Grenada,LAC,NATIONAL,Micro,2018,28,9,19
VEN,VE19961,Foreign Trade Bank,Banco de Comercio Exterior,BANCOEX,1996,EXIM,Venezuela,LAC,NATIONAL,Small,2018,42,3,39
VEN,VE20011,Bank of Economic and Social Development of Venezuela,Banco de Desarrollo Económico y Social de Venezuela,BANDES,2001,FLEX,Venezuela,LAC,NATIONAL,Small,2018,NI,TBR,TBR
CRI,CR19941,Foundation for Sustainable Development,Fundecooperación para el Desarrollo Sostenible,Fundecooperación,1994,MSME,Costa Rica,LAC,NATIONAL,Small,2018,9,TBR,TBR
ATG,AG19711,Antigua and Barbuda Development Bank,Antigua and Barbuda Development Bank,ABDB,1971,FLEX,Antigua and Barbuda,LAC,NATIONAL,NI,2018,NI,TBR,TBR
KNA,KN19811,Development Bank of St. Kitts and Nevis,Development Bank of St. Kitts and Nevis,DBSK-N,1981,FLEX,Saint Kitts and Nevis,LAC,NATIONAL,NI,2018,NI,TBR,TBR
